City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
457,san jose,37.3394,-121.895,12.32,74,100,6.17,US,1676080863
458,burgeo,47.6167,-57.6152,0.14,96,100,14.36,CA,1676081510
459,salina cruz,16.1667,-95.2,26.61,65,0,10.73,MX,1676081510
460,wilmington,34.2257,-77.9447,18.28,87,40,0.89,US,1676081401
461,port pirie,-33.1833,138.0167,24.6,51,0,4.86,AU,1676081511
462,coari,-4.085,-63.1414,23.62,98,95,1.13,BR,1676081511
463,almaznyy,48.0448,40.045,-9.87,91,5,2.44,RU,1676081512
464,diamantino,-14.4086,-56.4461,23.54,90,38,0.15,BR,1676081513
465,barbacena,-21.2258,-43.7736,17.51,96,100,2.3,BR,1676081514
466,filingue,14.3521,3.3168,22.9,11,0,4.45,NE,1676081515
467,ketchikan,55.3422,-131.6461,3.99,87,20,2.06,US,1676081515
468,vanimo,-2.6741,141.3028,28.29,74,100,5.03,PG,1676081516
469,krasnogorsk,55.8225,37.3181,-2.68,74,0,7.0,RU,1676081516
470,sungaipenuh,-2.0833,101.3833,24.03,60,47,1.49,ID,1676081245
471,adrar,20.5022,-10.0711,19.39,17,98,4.79,MR,1676081517
472,santa cruz,-17.8,-63.1667,23.7,94,75,2.57,BO,1676081484
473,tandil,-37.3217,-59.1332,24.27,32,25,3.22,AR,1676081518
474,clyde,41.3042,-82.9752,1.21,69,0,6.24,US,1676081518
475,faridpur,23.6,89.8333,20.03,34,0,1.77,BD,1676081519
476,seoul,37.5683,126.9778,1.69,59,100,0.48,KR,1676081460
477,belomorsk,64.5232,34.7668,-7.3,81,100,6.13,RU,1676081519
478,okhotsk,59.3833,143.3,-21.66,68,97,4.93,RU,1676081520
479,atasu,48.6814,71.6433,-13.14,96,100,3.43,KZ,1676081323
480,inhambane,-23.865,35.3833,25.5,92,100,3.52,MZ,1676081521
481,caravelas,-17.7125,-39.2481,24.33,88,5,2.64,BR,1676081521
482,lynn haven,30.2455,-85.6483,14.44,96,100,5.14,US,1676081522
483,salta,-24.7859,-65.4117,21.99,78,95,1.34,AR,1676081523
484,inta,66.0317,60.1659,-3.68,77,100,8.55,RU,1676081523
485,binabalian,16.4202,119.9279,25.91,70,79,6.78,PH,1676081524
486,alice springs,-23.7,133.8833,35.75,16,0,6.17,AU,1676081525
487,emmett,43.8735,-116.4993,4.5,58,100,1.32,US,1676081525
488,miraflores,19.2167,-98.8083,16.68,67,64,0.18,MX,1676081526
489,mizan teferi,6.9833,35.5833,19.79,48,23,0.99,ET,1676081526
490,voh,-20.9667,164.7,27.08,77,85,6.47,NC,1676081527
491,ulladulla,-35.35,150.4667,31.26,39,20,2.85,AU,1676081527
492,sola,-13.8833,167.55,28.09,71,100,6.61,VU,1676081528
493,jacareacanga,-6.2222,-57.7528,23.29,97,84,0.96,BR,1676081529
494,kudahuvadhoo,2.6708,72.8944,26.65,70,24,2.91,MV,1676081529
495,ust-maya,60.4167,134.5333,-36.25,98,96,0.55,RU,1676081530
496,komsomolskiy,40.4272,71.7189,-2.6,80,75,3.09,UZ,1676081530
497,honningsvag,70.9821,25.9704,-1.14,80,40,5.66,NO,1676081531
498,marabba,12.35,32.1833,23.75,25,0,4.44,SD,1676081531
499,luan,46.3592,6.9759,-4.24,77,4,2.21,CH,1676081532
500,lavras,-21.2453,-44.9997,19.5,90,100,0.94,BR,1676081332
501,monroe,43.1501,-77.6831,1.77,68,100,8.23,US,1676081533
502,marquette,46.5333,-87.6335,-9.8,83,38,2.32,US,1676081534
503,kodinar,20.7903,70.7031,19.58,67,0,4.4,IN,1676081534
504,meadow lake,34.8014,-106.5436,3.95,38,0,0.91,US,1676081476
505,mahon,39.8885,4.2658,4.31,75,0,2.06,ES,1676081535
506,bozeman,45.6796,-111.0386,-1.82,63,0,1.54,US,1676081536
507,longjiang,47.3303,123.1836,-9.84,92,100,5.86,CN,1676081536
508,lasa,46.6166,10.7002,-0.87,47,86,2.12,IT,1676081537
509,danville,36.586,-79.395,13.36,47,0,3.6,US,1676081537
510,lodhikheda,21.5833,78.8333,19.92,25,0,1.8,IN,1676081538
511,birecik,37.0294,37.9903,0.56,67,8,3.05,TR,1676081538
512,sassandra,4.95,-6.0833,25.16,91,2,1.79,CI,1676081539
513,buin,-33.7333,-70.75,28.4,48,0,0.85,CL,1676081540
514,okoneshnikovo,54.8377,75.0834,-23.22,99,28,2.94,RU,1676081540
515,suhbaatar,50.2314,106.2078,-19.44,99,98,1.22,MN,1676081541
516,karcag,47.3167,20.9333,-2.46,67,57,2.38,HU,1676081542
517,zastron,-30.3023,27.084,13.59,85,99,1.24,ZA,1676081542
518,nha trang,12.25,109.1833,27.0,77,4,1.21,VN,1676081469
519,kearney,40.6995,-99.0815,-0.24,69,0,5.14,US,1676081243
520,shimoda,34.6667,138.95,11.72,75,86,4.13,JP,1676081543
521,maputo,-25.9653,32.5892,22.21,97,100,6.3,MZ,1676081544
522,baracoa,20.3467,-74.4958,24.22,84,55,5.67,CU,1676081376
523,socorro,31.6546,-106.3033,7.56,23,0,0.0,US,1676081545
524,nivala,63.9167,24.9667,-7.4,97,32,2.15,FI,1676081546
525,margate,51.3813,1.3862,6.61,85,100,0.89,GB,1676081546
526,bordighera,43.7806,7.6645,9.2,34,0,0.89,IT,1676081547
527,fugen,47.35,11.85,-2.42,72,56,2.48,AT,1676081547
528,digapahandi,19.3667,84.5833,21.99,62,8,1.29,IN,1676081548
529,azul,-36.777,-59.8585,25.76,31,0,3.79,AR,1676081549
530,westport,41.1415,-73.3579,9.2,54,100,5.66,US,1676081522
531,port blair,11.6667,92.75,23.02,88,55,1.03,IN,1676081549
532,bushehr,28.9684,50.8385,12.45,53,3,4.49,IR,1676081409
533,khani,41.9563,42.9566,-2.24,77,98,1.9,GE,1676081550
534,umm lajj,25.0213,37.2685,19.73,51,3,3.99,SA,1676081551
535,conway,35.0887,-92.4421,5.91,86,100,3.6,US,1676081301
536,waw,7.7029,27.9953,24.13,21,4,2.27,SS,1676081419
537,pimentel,-6.8367,-79.9342,24.16,78,0,6.69,PE,1676081552
538,owando,-0.4819,15.8999,24.1,74,67,0.95,CG,1676081552
539,soma,39.1855,27.6094,-0.2,89,46,3.99,TR,1676081553
540,cherskiy,68.75,161.3,-38.14,95,92,2.22,RU,1676081554
541,kalmunai,7.4167,81.8167,23.82,79,100,1.65,LK,1676081362
542,trat,12.5,102.5,28.82,75,38,1.33,TH,1676081555
543,izhma,65.0083,53.9113,-4.74,90,100,5.62,RU,1676081555
544,pustoshka,56.3355,29.369,-4.71,94,100,3.97,RU,1676081556
545,south lake tahoe,38.9332,-119.9844,5.94,60,6,3.13,US,1676081523
546,kroya,-7.6331,109.2461,28.41,73,32,0.72,ID,1676081557
547,hami,42.8,93.45,-1.57,40,100,5.1,CN,1676081557
548,khor,47.8861,134.9464,-13.03,92,77,2.0,RU,1676081558
549,sisimiut,66.9395,-53.6735,-27.48,100,91,2.24,GL,1676081558
550,saint-francois,46.4154,3.9054,-5.74,93,9,1.54,FR,1676081559
551,ostrovnoy,68.0531,39.5131,-7.41,96,100,2.77,RU,1676081559
552,comodoro rivadavia,-45.8667,-67.5,19.93,38,97,11.97,AR,1676081560
553,isiro,2.7739,27.616,19.61,45,30,0.97,CD,1676081560
554,maitum,6.0392,124.4986,28.62,67,93,1.51,PH,1676081561
555,zhanaozen,43.3,52.8,-4.33,44,10,1.23,KZ,1676081562
556,poli,-3.3333,36.8,16.28,69,74,1.3,TZ,1676081562
557,batocina,44.1536,21.0817,-2.33,75,9,0.69,RS,1676081563
558,hope,33.6671,-93.5916,7.03,96,100,3.38,US,1676081369
559,linhares,-19.3911,-40.0722,22.93,96,6,0.78,BR,1676081564
560,banda aceh,5.5577,95.3222,25.49,82,88,3.3,ID,1676081565
561,hammerfest,70.6634,23.6821,-2.75,93,40,10.29,NO,1676081565
562,sal rei,16.1833,-22.9167,20.4,77,100,6.11,CV,1676081566
563,axim,4.8699,-2.2405,25.68,89,7,2.12,GH,1676081566
564,vilhena,-12.7406,-60.1458,21.15,96,94,0.69,BR,1676081567
